time_period;economic_activity;establishment_size;number_of_establishments
2010;Manufacture of furniture;Less than 5 Employees;6301.0
2010;Other manufacturing;20+  Employees;44.0
2010;Electricity, gas, steam and air conditioning supply;5 to 19 Employees;108.0
2010;Sewerage;Less than 5 Employees;31.0
2010;Sewerage;5 to 19 Employees;28.0
2010;Sewerage;20+  Employees;41.0
2010;Fishing and aquaculture;Total;52.0
2010;Mining of metal ores;Less than 5 Employees;7.0
2010;Mining of metal ores;5 to 19 Employees;11.0
2010;Other mining and quarrying;5 to 19 Employees;169.0
2010;Other mining and quarrying;20+  Employees;102.0
2010;Mining support service activities;5 to 19 Employees;30.0
2010;Mining support service activities;20+  Employees;57.0
2010;Manufacture of food products;5 to 19 Employees;1333.0
2010;Manufacture of textiles;Less than 5 Employees;1662.0
2010;Manufacture of textiles;5 to 19 Employees;217.0
2010;Manufacture of textiles;Total;1931.0
2010;Manufacture of leather and related products;5 to 19 Employees;11.0
2010;Manufacture of leather and related products;20+  Employees;12.0
2010;Printing and reproduction of recorded media;Total;1090.0
2010;Manufacture of coke and refined petroleum products;5 to 19 Employees;31.0
2010;Manufacture of chemicals and chemical products;5 to 19 Employees;474.0
2010;Manufacture of products and preparations pharmaceutical;Less than 5 Employees;17.0
2010;Manufacture of products and preparations pharmaceutical;Total;65.0
2010;Manufacture of rubber and plastics products;Less than 5 Employees;187.0
2010;Manufacture of other non-metallic mineral products;Less than 5 Employees;1496.0
2010;Manufacture of computer, electronic and optical products;Total;96.0
2010;Manufacture of machinery and equipment n.e.c.;5 to 19 Employees;102.0
2010;Manufacture of other transport equipment;20+  Employees;7.0
2010;Other manufacturing;Less than 5 Employees;287.0
2010;Repair and installation of machinery and equipment;Less than 5 Employees;8949.0
2010;"Waste collection, treatment & disposal activities; materials recovery";20+  Employees;43.0
2010;Specialized construction activities;Less than 5 Employees;6450.0
2010;Wholesale & retail trade and repair of motor vehicles & motorcycles;Total;80133.0
2010;Wholesale trade, except of motor vehicles and motorcycles;Less than 5 Employees;20532.0
2010;Wholesale trade, except of motor vehicles and motorcycles;5 to 19 Employees;5848.0
2010;Retail trade, except of motor vehicles and motorcycles;Total;276354.0
2010;Water transport;Less than 5 Employees;53.0
2010;Water transport;5 to 19 Employees;63.0
2010;Air transport;5 to 19 Employees;111.0
2010;Air transport;Total;392.0
2010;Warehousing and support activities for transportation;5 to 19 Employees;2696.0
2010;Postal and courier activities;Less than 5 Employees;208.0
2010;Postal and courier activities;Total;302.0
2010;Accommodation;Total;21842.0
2010;Food and beverage service activities;Total;63136.0
2010;Publishing activities;5 to 19 Employees;183.0
2010;Motion picture, video & tv programme production, sound recording;Total;160.0
2010;Programming and broadcasting activities;5 to 19 Employees;24.0
2010;Programming and broadcasting activities;20+  Employees;8.0
2010;Insurance, reinsurance and pension funding;20+  Employees;101.0
2010;"Activities of head offices; management consultancy activities";Less than 5 Employees;122.0
2010;"Activities of head offices; management consultancy activities";20+  Employees;41.0
2010;"Architectural and engineering activities; technical testing & analysis";Less than 5 Employees;655.0
2010;Advertising and market research;Less than 5 Employees;1800.0
2010;Other professional, scientific and technical activities;Less than 5 Employees;2459.0
2010;Veterinary activities;Less than 5 Employees;545.0
2010;Veterinary activities;Total;564.0
2010;Rental and leasing activities;Less than 5 Employees;5433.0
2010;Rental and leasing activities;5 to 19 Employees;791.0
2010;Employment activities;Total;3009.0
2010;Services to buildings and landscape activities;Total;1210.0
2010;Office administrative, office support & other business support act's;20+  Employees;67.0
2010;Office administrative, office support & other business support act's;Total;1963.0
2010;Human health activities;Less than 5 Employees;416.0
2010;Social work activities without accommodation;Total;1082.0
2010;Creative, arts and entertainment activities;Less than 5 Employees;147.0
2010;Sports activities and amusement and recreation activities;Total;1504.0
2010;Activities of membership organizations;Less than 5 Employees;986.0
2010;Activities of membership organizations;Total;1744.0
2010;Repair of computers and personal and household goods;Total;9395.0
2010;Total;Less than 5 Employees;677387.0
2010;Manufacture of other non-metallic mineral products;20+  Employees;854.0
2010;Repair and installation of machinery and equipment;20+  Employees;137.0
2010;Water collection, treatment and supply;20+  Employees;85.0
2010;Sewerage;Total;100.0
2010;Forestry and logging;Total;498.0
2010;Fishing and aquaculture;Less than 5 Employees;36.0
2010;Fishing and aquaculture;20+  Employees;8.0
2010;Mining of metal ores;20+  Employees;15.0
2010;Other mining and quarrying;Total;296.0
2010;Manufacture of food products;20+  Employees;492.0
2010;Manufacture of food products;Total;9890.0
2010;Manufacture of textiles;20+  Employees;52.0
2010;Manufacture of wood and of products of wood and cork;20+  Employees;118.0
2010;Manufacture of chemicals and chemical products;Less than 5 Employees;308.0
2010;Manufacture of basic metals;Less than 5 Employees;95.0
2010;Manufacture of basic metals;5 to 19 Employees;144.0
2010;Manufacture of fabricated metal products;Less than 5 Employees;12281.0
2010;Manufacture of fabricated metal products;5 to 19 Employees;3913.0
2010;Manufacture of fabricated metal products;Total;16700.0
2010;Manufacture of electrical equipment;5 to 19 Employees;73.0
2010;Manufacture of machinery and equipment n.e.c.;20+  Employees;95.0
2010;Manufacture of machinery and equipment n.e.c.;Total;296.0
2010;Manufacture of motor vehicles, trailers and semi-trailers;20+  Employees;56.0
2010;Manufacture of motor vehicles, trailers and semi-trailers;Total;243.0
2010;Manufacture of other transport equipment;5 to 19 Employees;8.0
2010;Manufacture of furniture;20+  Employees;273.0
2010;Manufacture of furniture;Total;8345.0
2010;Other manufacturing;Total;392.0
2010;Repair and installation of machinery and equipment;Total;9603.0
2010;Electricity, gas, steam and air conditioning supply;Less than 5 Employees;331.0
2010;Electricity, gas, steam and air conditioning supply;Total;597.0
2010;"Waste collection, treatment & disposal activities; materials recovery";5 to 19 Employees;71.0
2010;"Waste collection, treatment & disposal activities; materials recovery";Total;206.0
2010;Remediation activities and other waste management services;5 to 19 Employees;3.0
2010;Construction of buildings;20+  Employees;2292.0
2010;Civil engineering;Less than 5 Employees;169.0
2010;Wholesale & retail trade and repair of motor vehicles & motorcycles;5 to 19 Employees;13202.0
2010;Land transport and transport via pipelines;20+  Employees;466.0
2010;Warehousing and support activities for transportation;Less than 5 Employees;6407.0
2010;Motion picture, video & tv programme production, sound recording;Less than 5 Employees;117.0
2010;Computer programming, consultancy and related activities;Less than 5 Employees;182.0
2010;Libraries, archives, museums and other cultural activities;5 to 19 Employees;27.0
2010;Other personal service activities;5 to 19 Employees;2578.0
2010;Specialized construction activities;Total;9692.0
2010;Land transport and transport via pipelines;5 to 19 Employees;935.0
2010;Land transport and transport via pipelines;Total;2636.0
2010;Telecommunications;20+  Employees;144.0
2010;Information service activities;Less than 5 Employees;168.0
2010;Information service activities;20+  Employees;18.0
2010;Financial service activities, except insurance and pension funding;Total;3317.0
2010;Activities auxiliary to financial service and insurance activities;20+  Employees;17.0
2010;Activities auxiliary to financial service and insurance activities;Total;346.0
2010;Real estate activities;5 to 19 Employees;1644.0
2010;Scientific research and development;Less than 5 Employees;4.0
2010;Scientific research and development;Total;10.0
2010;Other professional, scientific and technical activities;5 to 19 Employees;303.0
2010;Rental and leasing activities;20+  Employees;160.0
2010;Travel agency, tour operator, reservation service & related activities;5 to 19 Employees;692.0
2010;Security and investigation activities;Less than 5 Employees;164.0
2010;Security and investigation activities;Total;435.0
2010;Services to buildings and landscape activities;Less than 5 Employees;580.0
2010;Services to buildings and landscape activities;20+  Employees;231.0
2010;Education;5 to 19 Employees;2959.0
2010;Residential care activities;Total;43.0
2010;Social work activities without accommodation;Less than 5 Employees;531.0
2010;Repair of computers and personal and household goods;Less than 5 Employees;8965.0
2010;Repair of computers and personal and household goods;5 to 19 Employees;365.0
2010;Total;Total;806373.0
